THFA_yield (%)
5.4087
27.8
26.847546
15.17
5.28
1.89
0.0
5.625
0.0
0.0
9.025
9.604
2.5
4.624
10.0
10.0
9.604
9.801
0.4
100.0
78.0
80.0
90.0
0.0
0.4995
2.4381
4.029300000000001
0.1415
0.0925
63.36599999999999
64.24080000000001
62.957
66.0
61.92
34.23
18.7709
10.655500000000002
31.876799999999992
37.2986
20.276
39.0126
20.3184
59.0276
57.4575
49.5176
47.96880000000001
15.5485
18.4898
60.0
48.0
50.0
75.0
78.0
75.0
72.0
90.0
83.0
88.0
95.0
83.0
28.0
30.0
40.0
45.0
49.0
48.0
60.0
48.0
68.0
70.0
61.0
18.0
10.0
50.5
48.8
50.4
57.0
0.0
4.7
19.5
0.0
20.8
68.7
62.2
27.44
35.0
98.0
5.0
76.3
77.22
64.35
80.0
77.5
86.24
98.0
89.0
93.0
95.0
80.36
96.8
94.08
74.8
71.1
14.3528
1.122
2.8
9.75
7.56
11.97
15.2
45.6
59.85
22.04
21.25
40.0
36.48
29.4
0.0
19.8
5.0
2.0
4.95
12.87
73.26
80.0
79.2
94.05
92.07
94.05
91.08
20.79
64.35
2.7
17.82
0.0
80.19
16.83
11.88
45.0
51.5
0.0
21.0
21.0
90.0
85.0
90.0
94.0
93.0
81.0
19.0
12.0
14.0
6.0
3.0
78.0
65.0
78.0
48.0
24.0
21.0
38.25
76.725
65.745
76.39920000000001
64.1246
66.825
92.0816
98.6
96.4
84.84300000000002
81.76079999999999
90.8
98.0
96.723
29.12
21.3983
32.731300000000005
50.5818
55.9314
14.6138
74.5
60.812048
11.65
1.9
0.7
20.74
23.916438000000003
9.17
3.93
0.0
5.071752
12.364686
45.504335
50.872572
9.0
10.094
24.8018
3.1392
0.0
1.538287
2.898
3.724
25.006644
0.0
0.1352
0.4322999999999999
0.7056
72.0
0.0
59.0
51.48
41.36
3.0
11.0
33.4
8.0
16.8
7.8
0.8
14.4
57.0
34.0
13.26
32.2
0.0
7.627
5.76
11.7
3.2
11.525
13.0
4.2
13.0
4.6
6.31
12.969
12.457
4.61
3.41
12.8
13.65
8.3
3.93
5.46
12.24
2.64
3.28284
16.840485
1.911555
17.846400000000003
1.764157
11.224479999999998
1.307766
13.4805
28.304298000000003
34.578236
25.7267
39.0668
36.5365
87.55724599999999
83.30949000000001
84.33409999999999
83.79630000000002
82.06560000000002
31.8081
32.854016
38.5917
81.2187
83.003061
94.7052
90.3
87.92379999999999
84.2764
94.5054
0.662
0.6688
0.6384000000000001
72.14580000000001
63.042122000000006
64.0359
46.4454
48.7904
0.57318
13.0416
5.221800000000001
0.0
0.0
3.39
6.2856
2.0033
56.55270600000001
41.436811
75.0544
2.7489000000000003
4.8042
0.612
1.1748
8.548799999999998
14.3349
7.9849
8.7344
5.44
13.6
16.0
1.15
1.72
1.35
1.5
37.6
28.5
23.096556
37.588018000000005
89.59
82.0
85.0
82.0
84.9
89.2
65.01625200000001
80.0
62.4
74.6
79.3
17.38
59.5
42.0
58.0
10.9332099
29.118375
39.192835
0.4
9.7
2.9
5.8
62.1
0.0
0.7
0.3
0.0
36.1
22.6
30.999753
66.92
70.46
62.97
67.73
60.26
64.31
72.15
70.26
2.5
26.09
29.62
42.42
59.25
54.98
59.06
55.63
53.53
56.06
57.88
58.5
54.59
41.2
46.63
75.0
69.02
62.31
62.26
65.8
9.65
3.5
9.13
0.0
13.94
0.0
18.26
36.36
31.52
29.027200000000004
24.0038
0.3696
0.1176
2.499000000000001
2.2052
4.5342
13.3718
72.98279999999998
98.01
98.01
99.0
100.0
100.0
7.0
61.6734
0.0
70.773
100.0
92.42
100.0
100.0
86.0
97.52
97.0
95.02
100.0
97.0
91.56
94.0
100.0
99.12
100.0
100.0
81.24
100.0
85.27
67.19
76.32
68.48
69.82
79.0
67.0
18.56
44.09468
8.0608
3.1779
16.83
1.3514999999999997
15.8004
0.85932
22.80905
32.200846
49.6009085
61.27086
67.196458
48.61803600000001
43.5611
15.801135
1.309689
100.0
99.33
92.79
99.66
88.76
70.728702
72.97
12.0198
12.991999999999996
0.2163
43.029
99.8001
75.90939999999999
73.9878
5.931
1.2276
2.03708
2.15
19.12
1.8
3.4054799999999994
66.68
72.44
92.68
94.69
30.285806
38.20609699999999
48.6328
8.009279999999999
6.85584
12.16452
0.93
0.0
1.2
4.755287
87.53
86.31
96.37
94.13
66.48
18.491334
1.841036
19.977468
12.767442
50.24594700000001
100.0
84.09
87.8
100.0
100.0
27.9
35.813790000000004
49.3
50.1
47.42
65.64
65.68
77.35
69.3
76.9
61.8
38.5
33.21
37.81
36.85
21.5
85.3
7.49
1.29
2.3
7.38
3.26
1.73
6.91
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
10.984289999999998
18.94311
29.67
35.16
45.05
2.403576
3.643094
11.19348
47.973957
63.27
8.6
3.4
38.7
21.9
94.7
93.2
91.8
90.4
95.1
21.87
0.0
0.0
92.77
35.98
94.89
1.36
9.66
0.8
0.0
0.6
0.0
0.18
3.29
1.02
0.0
0.0
0.88
0.0
4.407648
4.169571
3.372732
1.4658700000000002
2.4114480000000005
2.477718
0.753549
1.12984
0.8257049999999999
2.260695
4.930443
1.5452780000000002
0.963888
0.8785699999999999
3.242704
3.557405
1.8378
0.737675
0.607194
0.335472
0.0080819999999999
0.4782079999999999
87.78
88.8
80.094924
83.03435399999998
91.4
80.2
5.83
3.5010000000000003
4.390716
4.8
7.8
2.3
4.72
28.7
27.09
1.9
2.64
0.0
3.07
1.61
2.34
0.792
3.1
14.6
0.0
1.7
1.8356
5.48
2.93
4.39
7.32
2.35
5.22
1.460784
7.61
11.42
41.43
56.66
47.47818
47.329621
69.25
79.0
79.06
70.088427
69.536766
74.04
70.61
63.36
4.77
4.1601
4.39
3.05
66.9
48.0
10.5
50.3
23.7
90.1
89.5
83.2
90.1
19.0
9.75
14.4
38.544
21.0
29.05
45.3473
50.2929
42.0
54.0
48.0
3.6
7.35
11.5
17.0
23.56
27.935
13.0
48.02
95.0
61.2
65.8
60.45
5.0
8.0
15.0
11.0
7.0
25.0
30.0
35.0
38.0
22.0
41.0
50.0
92.0
0.0
1.0
19.36
10.0
7.0
1.0
9.2354
17.16
1.0
1.0
1.0
1.0
93.0
86.0
31.0
28.0
38.0
64.0
26.4
62.2
78.6
59.8
43.65
93.4
86.4
84.1
89.1
38.0
63.7
68.6
79.54
74.25
24.601600000000005
1.3
5.2043
34.798199999999994
44.835
20.539
22.92
16.5094
23.52
26.73
30.69
33.0
32.0
34.0
38.0
30.0
36.0
38.0
35.0
33.0
63.0
67.9
60.3
75.84
66.88
58.9
49.5
52.25
56.0
21.46
23.1
33.8
100.0
88.2
90.0
96.04
0.0
0.0
5.0
2.0
1.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
2.0
1.0
0.0
2.0
0.0
0.0
3.0
0.0
3.0
6.0
13.0
0.0
0.0
0.0
0.0
0.0
0.0
33.0
22.0
47.0
41.0
15.0
16.0
24.0
27.0
29.0
35.0
38.0
42.0
41.0
50.0
54.0
53.0
65.0
64.0
4.0
1.0
2.0
3.0
2.0
4.0
2.0
1.0
4.0
13.0
3.0
5.0
3.0
7.0
3.0
3.0
0.0
1.0
0.0
1.0
1.0
0.0
1.0
0.0
0.0
2.0
2.0
1.0
1.0
2.0
14.0
1.0
6.0
1.0
3.0
3.0
9.0
0.0
6.0
1.0
15.0
27.0
1.0
4.0
9.0
2.0
1.0
0.0
0.0
0.0
12.0
14.0
10.0
3.0
2.0
14.0
3.0
0.0
11.0
8.0
3.0
2.0
12.0
10.0
1.0
1.0
13.0
7.0
11.0
1.0
4.0
5.0
2.0
4.0
3.0
4.0
3.0
3.0
2.0
2.0
4.0
2.0
12.0
3.0
2.0
3.0
3.0
1.0
0.0
2.0
11.0
3.0
6.0
0.0
0.0
0.0
0.0
0.0
4.0
1.0
1.0
2.0
1.0
1.0
0.0
1.0
3.0
9.0
40.0
9.0
19.0
2.0
0.0
0.0
0.0
0.0
0.0
59.0
43.0
60.0
85.0
39.0
24.0
31.0
27.0
34.0
30.0
33.0
72.0
54.0
51.0
52.0
54.0
52.0
4.0
2.0
3.0
2.0
1.0
4.0
3.0
2.0
4.0
8.0
2.0
12.0
5.0
9.0
3.0
5.0
0.0
2.0
5.0
1.0
2.0
0.0
0.0
0.0
0.0
4.0
3.0
1.0
1.0
1.0
0.0
1.0
1.0
20.0
11.0
15.0
2.0
0.0
0.0
10.0
3.0
0.0
0.0
0.0
5.0
0.0
39.0
31.0
24.0
26.0
23.0
3.0
20.0
11.0
12.0
12.0
3.0
18.0
3.0
27.0
30.0
31.0
28.0
33.0
2.0
1.0
2.0
1.0
1.0
2.0
3.0
1.0
0.0
2.0
1.0
2.0
2.0
1.0
2.0
3.0
2.0
4.0
9.0
35.0
87.0
81.0
83.0
86.0
83.0
23.0
60.0
41.0
82.0
83.0
83.0
81.0
61.0
64.0
27.0
39.0
40.0
39.0
49.0
46.0
45.0
44.0
42.0
43.0
43.0
83.0
84.0
63.0
64.0
22.0
40.0
77.0
77.0
77.0
79.0
49.0
32.0
37.0
1.0
1.0
6.0
0.0
0.0
0.163836
6.393357000000001
2.41087
63.72779500000001
78.07
66.8
61.07
62.370616
90.37
85.25
87.92
90.02
90.02
78.69
42.811252
51.23
32.593183
0.0
87.9
28.89
15.3
9.25
0.0
1.5823999999999998
98.37
96.99
99.3
87.04
98.84
90.51
98.41
85.14380000000001
36.6
31.264695000000003
93.81199999999998
63.996719000000006
71.497884
67.882764
60.2364
66.7645
58.803543
42.12024
47.0568
55.01600299999999
0.411171
1.6317999999999997
1.077651
10.52987
3.336762
9.45504
3.997147
8.265015
0.634067
0.948384
2.959552
2.903075
23.926361
13.9092
19.936
16.08
14.661
5.135
3.08
4.88
17.023999999999997
25.0
16.098547999999997
18.670888
52.15239
39.25874699999999
2.35092
0.041013
0.575912
1.452303
1.66782
5.065321
12.0575
0.5576610000000001
19.808688
3.027552
5.2762
5.489944
4.349709999999999
23.440876
24.3138
0.0
0.0
0.0
0.0
0.3200000000000074
4.899999999999992
11.230000000000004
5.940000000000012
0.0
1.1000000000000083
0.0
0.1799999999999926
9.480000000000004
5.959999999999994
16.11
0.0
0.0
9.64
0.0
14.040000000000006
5.659999999999997
0.7000000000000028
0.0
0.0
9.439999999999998
1.6499999999999917
0.0
1.0500000000000045
16.78
3.5
8.770000000000003
8.040000000000006
12.589999999999996
10.069999999999991
0.0
13.269999999999996
5.900000000000006
0.0
0.0
0.0
2.450000000000003
4.189999999999998
1.0499999999999972
0.0
17.489999999999995
16.5
1.4200000000000017
4.859999999999999
10.14
13.629999999999995
0.0
3.1500000000000057
16.429999999999993
0.0
12.939999999999998
9.490000000000007
0.7000000000000028
0.0
0.0
1.0499999999999972
12.5
11.190000000000012
13.679999999999993
5.189999999999998
17.83
0.0
5.899999999999992
24.14
24.465000000000003
0.0
15.64
5.152896000000001
0.0
4.696392
1.84852
6.797124
11.34
4.131463
19.455465
0.0
3.775496
3.7892434
2.084628
16.42
11.44
21.147620000000003
12.470976
57.060742
57.415644
22.05
27.153035
23.560580000000005
24.13088
20.038690000000003
22.530484
28.02625
4.25
6.152374
5.2199420000000005
2.24
9.06612
7.03
6.762294
9.773589
8.141956
4.83
5.0
0.8
0.19
3.4037
2.7389550000000003
1.2919139999999998
0.6494580000000001
68.82820099999999
70.8975
0.6
14.76
16.25
0.0
15.84
11.023230000000002
6.778239999999999
12.635531999999998
7.024077
1.88244
12.548886
20.489845
30.256987
32.612021
20.914810000000003
34.618432
27.349088
57.572775
57.29770799999999
45.76658
40.812522
43.27869
50.11746
56.384812
61.897290000000005
76.05512100000001
72.119979
66.832805
73.563789
63.89726199999999
72.959544
61.859910000000006
63.575631
72.5835
2.58
28.57
29.6
70.05
62.69081800000001
65.75
79.01
92.68
94.09
85.0
88.9
94.4
94.09
88.6
94.66
83.13
6.239008
3.9216
3.4354880000000003
7.030879
5.749704
2.209032
46.78
45.8078
7.95
4.67
64.99305
65.07
64.23
56.62
60.0
41.41
41.568314
55.762729
57.404160000000005
0.0
1.15
11.01
11.93
8.95
12.84
12.84
4.13
8.26
0.0
11.93
8.26
0.0
16.51
14.68
24.31
9.0
15.373872
41.77021800000001
51.753089
58.887015
48.25
62.6
74.25
6.91
5.87674
3.868376
2.7464360000000005
0.8087519999999999
4.92
6.629723000000001
0.0
3.061938
1.5402619999999998
0.6439959999999999
0.0
0.0
0.0
0.0
0.243
0.0
0.0
0.0
0.0
0.09
54.075
48.13333333333333
12.533333333333337
20.166666666666668
30.73333333333333
37.8
6.48
2.766392
15.9065
7.723712000000001
7.6
90.0
76.579074
22.054552
82.016628
86.26
45.8
10.5408
34.1
28.5
25.6
22.3
1.956
2.7778
1.9
5.25
5.672896000000001
13.31
18.92
8.32
5.3073500000000005
3.359268
3.44
2.5
1.645
0.0
0.0
98.01
86.0
98.01
98.01
96.03
82.5
96.0
98.0
98.01
100.0
97.0
90.0
92.0
100.0
86.0
10.0
1.8
17.325
0.0
0.0
28.9
24.0
36.0
61.2
75.0
52.0
0.0
0.0
14.59
0.0
20.61
12.309700000000005
0.0
0.8190000000000001
0.5832
0.7
70.0
67.32
78.2122
79.5
66.8
36.2824
29.82
0.1775
0.27
0.0
0.125
0.7
0.0
0.0
0.0
0.1967999999999999
0.2025
50.16
0.04
0.4
0.0
0.0
0.0
0.5
0.0
0.3
0.0
0.3
62.412200000000006
14.1231
0.3515999999999999
0.341
4.0057
11.646400000000002
15.8696
0.0
0.0236
0.0323
0.0106
7.239
0.0174
3.3966000000000003
0.0311
0.1308
0.0584
0.2987999999999999
0.0715
0.0999
1.0989000000000002
0.0999
0.0999
20.1
93.06
93.06
90.09
92.07
96.0
98.01
9.48
17.1
16.83
7.92
43.0
76.0
63.36
36.63
0.0
0.0
2.0
11.0
7.0
11.0
9.0
20.0
15.0
0.0
0.0
76.0
75.0
70.0
67.0
78.0
68.0
74.0
75.0
68.0
53.0
38.0
0.0
10.0
27.054400000000005
21.0
38.25
69.993
68.6
75.0
97.0
86.24
88.2
95.0
95.0
85.83300000000001
91.08
56.05
57.0
17.01
20.77
21.44
20.16
21.0
29.92
3.22
0.7410000000000001
0.125
0.0
0.0
0.0
0.0
0.0
0.0
8.1
11.59
2.73
7.98
62.37
79.2
79.2
90.09
93.06
5.906999999999999
12.840839999999998
18.0
7.141
11.8405
0.728
0.0
0.0
1.76
3.3694
8.8644
5.910900000000001
14.3518
2.2992
0.5974
0.0
0.15
1.14
1.44
22.0
3.841524
7.1841064
2.1830917
48.707577
11.803491309551609
14.26945740533064
4.629588028515787
5.964838790236851
5.398931274864041
4.881186422243022
6.087435372323104
19.904629976225102
17.65920466853652
54.84363649904105
52.787018951554586
56.208361
32.5847
55.083076
57.017203
80.45088360090872
37.574348693035546
63.17763127338266
10.829148303171234
73.33545476375777
55.48255593734695
49.53378905957602
73.89412255212065
